t_ms,ax,ay,az,gx,gy,gz,yaw,pitch,roll
327686.0,-0.8463,0.6123,-0.0585,2.6574,1.504,0.7449,219.43,54.5,95.16
327705.0,-0.8463,0.6045,-0.0585,2.0313,1.9214,0.9536,219.44,54.49,95.17
327724.0,-0.8541,0.5811,-0.0702,1.6835,3.2431,1.2319,219.48,54.52,95.22
327743.0,-0.8424,0.6084,-0.0546,3.84,3.104,0.3275,219.48,54.51,95.22
327763.0,-0.8424,0.6006,-0.0468,3.2139,2.4779,0.884,219.46,54.5,95.2
327782.0,-0.8502,0.5889,-0.0585,2.4487,2.4779,0.884,219.47,54.52,95.21
327801.0,-0.8424,0.6045,-0.0468,3.7009,1.2953,0.3275,219.45,54.51,95.19
327820.0,-0.8385,0.6123,-0.039,3.0748,1.4344,0.884,219.42,54.49,95.14
327839.0,-0.8385,0.6045,-0.0507,1.3357,3.1736,1.0927,219.41,54.48,95.13
327858.0,-0.8502,0.5928,-0.0663,0.64,3.6605,1.0232,219.44,54.49,95.17
327877.0,-0.8541,0.6006,-0.0624,2.3096,2.617,0.6058,219.46,54.5,95.19
327896.0,-0.8424,0.6084,-0.0507,3.0748,1.5736,0.3275,219.45,54.48,95.18
327915.0,-0.8463,0.5967,-0.0507,2.8661,1.6431,0.3971,219.44,54.49,95.17
327934.0,-0.8463,0.5967,-0.0507,2.727,1.2257,0.3971,219.44,54.5,95.16
327953.0,-0.8424,0.6084,-0.0507,2.8661,1.504,0.9536,219.43,54.48,95.15
327973.0,-0.8463,0.6084,-0.0624,1.5443,2.9649,1.3014,219.45,54.47,95.18
327992.0,-0.858,0.6045,-0.0741,0.9183,3.8692,0.9536,219.49,54.48,95.22
328011.0,-0.8619,0.5967,-0.0663,2.3096,2.7562,-0.229,219.51,54.5,95.25
328030.0,-0.8424,0.6084,-0.0585,3.7704,1.0866,-0.2986,219.52,54.48,95.26
328050.0,-0.8424,0.6045,-0.0507,3.1443,1.8518,0.8145,219.51,54.47,95.25
328069.0,-0.8502,0.5967,-0.0546,2.5878,2.7562,0.6058,219.51,54.48,95.25
328088.0,-0.8541,0.6045,-0.0624,3.0052,2.8953,0.2579,219.53,54.49,95.27
328107.0,-0.8502,0.6045,-0.0546,2.8661,2.4083,0.2579,219.53,54.49,95.27
328127.0,-0.8463,0.6123,-0.0585,2.9357,2.1301,0.6058,219.53,54.47,95.28
328146.0,-0.8463,0.5928,-0.0585,3.4226,1.991,0.0493,219.54,54.48,95.29
328165.0,-0.8385,0.6084,-0.0507,3.4922,1.991,0.884,219.53,54.47,95.28
328184.0,-0.8463,0.6006,-0.0507,2.1704,2.7562,1.3014,219.52,54.47,95.27
328203.0,-0.8502,0.5928,-0.0585,2.0313,3.104,0.9536,219.53,54.48,95.28
328222.0,-0.8502,0.6006,-0.0585,3.0052,2.5475,0.0493,219.54,54.48,95.29
328241.0,-0.8502,0.6084,-0.0585,3.7704,1.7823,-0.229,219.55,54.48,95.3
328260.0,-0.8463,0.5967,-0.0546,2.9357,1.991,0.1884,219.55,54.49,95.3
328279.0,-0.8424,0.6006,-0.0546,2.7965,2.4779,0.6753,219.55,54.48,95.3
328298.0,-0.8502,0.5967,-0.0546,2.6574,2.4779,0.6753,219.55,54.49,95.3
328318.0,-0.8541,0.6006,-0.0546,3.0748,1.991,0.4666,219.55,54.5,95.29
328337.0,-0.8502,0.6045,-0.0546,3.4922,1.6431,0.1188,219.54,54.5,95.29
328356.0,-0.8424,0.6045,-0.0468,2.8661,1.8518,0.1188,219.52,54.49,95.27
328375.0,-0.8502,0.6045,-0.0546,2.4487,2.6866,0.7449,219.52,54.49,95.27
328394.0,-0.8463,0.6045,-0.0585,2.1009,2.7562,0.5362,219.53,54.49,95.28
328413.0,-0.8385,0.6006,-0.0585,2.24,2.4779,0.3971,219.54,54.48,95.29
328432.0,-0.8424,0.6123,-0.0585,2.0313,2.3388,0.6058,219.55,54.46,95.29
328452.0,-0.8463,0.585,-0.0624,0.9878,2.7562,0.5362,219.57,54.48,95.32
328471.0,-0.8502,0.6045,-0.0585,2.6574,2.8953,0.1884,219.57,54.48,95.33
328490.0,-0.8424,0.6045,-0.0507,2.8661,1.9214,0.2579,219.56,54.47,95.31
328509.0,-0.8385,0.6045,-0.0546,2.24,2.2692,1.0927,219.56,54.46,95.31
328528.0,-0.8424,0.6045,-0.0507,1.3357,3.6605,0.9536,219.55,54.46,95.3
328547.0,-0.8502,0.5967,-0.0546,1.5443,3.8692,0.6058,219.55,54.47,95.3
328566.0,-0.8502,0.6006,-0.0624,3.0748,1.7823,0.1884,219.57,54.47,95.31
328585.0,-0.8424,0.6045,-0.0507,3.1443,1.6431,0.5362,219.55,54.46,95.3
328604.0,-0.8424,0.6084,-0.0468,2.5183,1.991,0.6058,219.53,54.45,95.27
328623.0,-0.8463,0.6006,-0.0546,1.5443,3.2431,1.0232,219.53,54.45,95.27
328642.0,-0.8463,0.6006,-0.0585,1.5443,3.2431,0.9536,219.54,54.45,95.28
328662.0,-0.8502,0.6006,-0.0585,2.24,2.3388,0.5362,219.55,54.46,95.29
328686.0,-0.8502,0.6006,-0.0546,2.6574,2.0605,0.3275,219.55,54.47,95.29
328705.0,-0.8502,0.6045,-0.0507,2.8661,1.7823,0.1884,219.54,54.47,95.28
328724.0,-0.8385,0.6084,-0.0507,2.727,1.8518,0.9536,219.53,54.45,95.27
328743.0,-0.8424,0.6006,-0.0663,1.4748,2.617,1.371,219.55,54.45,95.3
328762.0,-0.8541,0.5928,-0.0624,2.0313,2.7562,1.1623,219.57,54.46,95.32
328781.0,-0.8502,0.624,-0.0546,3.2835,1.8518,0.2579,219.56,54.44,95.31
328800.0,-0.8346,0.6162,-0.0507,1.753,1.7823,-0.0203,219.55,54.41,95.29
328819.0,-0.8463,0.5928,-0.0585,0.2226,3.2431,0.6753,219.56,54.42,95.3
328838.0,-0.8541,0.5811,-0.0663,1.4052,3.7301,1.0232,219.59,54.45,95.34
328857.0,-0.8502,0.6006,-0.0546,4.1183,1.9214,0.8145,219.58,54.46,95.33
328876.0,-0.8424,0.6201,-0.0507,3.2835,1.4344,1.371,219.57,54.43,95.32
328895.0,-0.8463,0.6084,-0.0468,1.6139,2.6866,0.6753,219.55,54.42,95.29
328914.0,-0.8502,0.6045,-0.0507,1.0574,3.3127,0.6753,219.54,54.43,95.28
328934.0,-0.8541,0.6006,-0.0507,1.1965,3.104,0.1884,219.53,54.44,95.26
328953.0,-0.8541,0.6123,-0.0468,1.5443,2.8257,0.4666,219.51,54.43,95.24
328972.0,-0.8463,0.6006,-0.0546,1.1965,2.3388,0.6753,219.51,54.43,95.24
328992.0,-0.8385,0.6045,-0.0546,1.6139,1.7823,0.7449,219.51,54.42,95.24
329011.0,-0.8346,0.5967,-0.0585,0.9183,2.5475,1.0232,219.52,54.42,95.25
329030.0,-0.8541,0.5967,-0.0624,0.7791,3.2431,0.884,219.54,54.43,95.27
329049.0,-0.8541,0.6045,-0.0585,2.3791,2.7562,-0.0203,219.54,54.44,95.28
329068.0,-0.8463,0.6084,-0.0468,2.6574,2.0605,0.7449,219.52,54.43,95.26
329125.0,-0.8424,0.6084,-0.0585,1.3357,2.617,0.8145,219.5,54.41,95.22
329240.0,-0.8541,0.6006,-0.0585,2.3791,2.8953,1.371,219.56,54.41,95.3
329259.0,-0.8541,0.6045,-0.0546,2.1009,3.3127,0.0493,219.56,54.42,95.29
329279.0,-0.8502,0.6006,-0.0546,1.8226,3.3127,-0.3681,219.56,54.43,95.29
329298.0,-0.8424,0.5967,-0.0546,2.0313,2.5475,0.1188,219.56,54.43,95.29
329317.0,-0.8463,0.5889,-0.0468,2.9357,2.4083,0.3275,219.54,54.45,95.27
329336.0,-0.8385,0.6123,-0.0429,2.727,2.4083,0.6753,219.51,54.43,95.23
329356.0,-0.8385,0.6123,-0.0468,0.9183,3.3127,0.3275,219.49,54.41,95.21
329375.0,-0.8619,0.6006,-0.0585,0.4313,3.9388,-0.5073,219.5,54.43,95.22
329394.0,-0.8658,0.6006,-0.0585,2.3791,2.617,-1.1334,219.51,54.45,95.23
329414.0,-0.8463,0.6084,-0.0507,3.4922,1.9214,-0.7855,219.5,54.44,95.22
329662.0,-0.858,0.6006,-0.0702,1.9617,0.5301,0.6753,219.44,54.36,95.15
329681.0,-0.8424,0.5967,-0.0624,3.0052,0.0431,0.7449,219.46,54.37,95.18
329700.0,-0.8424,0.5967,-0.0585,2.6574,1.2257,1.0927,219.47,54.37,95.19
329719.0,-0.8658,0.585,-0.0741,2.1009,2.617,1.7884,219.51,54.4,95.24
329738.0,-0.8619,0.6084,-0.0624,4.4661,1.2953,0.8145,219.53,54.41,95.26
329758.0,-0.8346,0.6123,-0.0624,4.8139,-0.096,-0.0899,219.54,54.39,95.28
329778.0,-0.8424,0.5928,-0.0663,3.0748,1.7823,-0.7855,219.57,54.4,95.31
329797.0,-0.8385,0.5928,-0.0585,2.3096,2.8953,-0.8551,219.58,54.4,95.32
329817.0,-0.8385,0.5928,-0.0546,3.2835,2.6866,-0.5073,219.58,54.41,95.32
329836.0,-0.8346,0.6201,-0.0429,5.6487,0.9475,1.0232,219.54,54.37,95.28
329855.0,-0.8385,0.6318,-0.0468,5.5791,-0.6525,1.8579,219.51,54.33,95.25
329874.0,-0.8424,0.6357,-0.0429,5.2313,-1.2786,1.371,219.48,54.28,95.21
329894.0,-0.8346,0.6318,-0.0351,4.0487,-0.2351,0.4666,219.42,54.24,95.14
329913.0,-0.8346,0.624,-0.0468,2.9357,1.7823,0.9536,219.4,54.2,95.11
329951.0,-0.8541,0.5928,-0.0624,1.4748,1.7127,1.1623,219.41,54.23,95.13
329970.0,-0.8463,0.5928,-0.0546,2.727,0.391,1.5797,219.42,54.25,95.13
329989.0,-0.858,0.5928,-0.0624,3.4226,0.3214,1.6493,219.44,54.27,95.16
330008.0,-0.8619,0.5967,-0.0663,3.0052,1.3649,1.371,219.46,54.3,95.19
330084.0,-0.8619,0.5889,-0.0624,2.5878,2.8257,0.4666,219.52,54.4,95.26
330142.0,-0.8502,0.6006,-0.0585,2.1704,2.9649,-0.0899,219.55,54.42,95.31
330161.0,-0.8541,0.5967,-0.0663,1.9617,3.591,-0.0203,219.58,54.43,95.33
330180.0,-0.8424,0.5928,-0.0546,2.5878,4.217,-0.229,219.58,54.44,95.34
330258.0,-0.8385,0.6045,-0.039,2.5878,4.5649,-0.229,219.54,54.39,95.28
330277.0,-0.8346,0.5928,-0.0468,2.24,4.5649,-0.229,219.52,54.4,95.26
330297.0,-0.8307,0.6084,-0.0507,2.4487,3.9388,0.6753,219.51,54.38,95.25
330316.0,-0.8346,0.6084,-0.0468,2.1009,4.0779,1.7884,219.49,54.36,95.22
330335.0,-0.8463,0.6084,-0.0468,1.753,4.217,2.4145,219.47,54.35,95.2
330354.0,-0.8463,0.6123,-0.0624,3.4922,3.3127,1.8579,219.49,54.34,95.22
330374.0,-0.8307,0.6201,-0.0312,4.8139,2.5475,0.6058,219.42,54.3,95.14
330393.0,-0.8346,0.6084,-0.0507,2.3791,2.4083,1.5101,219.42,54.29,95.13
330412.0,-0.8385,0.6006,-0.0507,1.8226,2.8953,1.8579,219.41,54.29,95.12
330431.0,-0.8541,0.6006,-0.0585,1.6835,2.9649,1.8579,219.42,54.3,95.14
330507.0,-0.8424,0.5928,-0.0624,2.7965,2.6866,0.0493,219.49,54.29,95.23
330526.0,-0.8541,0.585,-0.0624,3.0748,3.9388,0.4666,219.52,54.32,95.25
330545.0,-0.8619,0.5928,-0.0663,3.4922,3.6605,0.0493,219.54,54.34,95.28
330564.0,-0.8463,0.5889,-0.0663,4.4661,2.0605,0.0493,219.57,54.36,95.32
330583.0,-0.8424,0.6045,-0.0507,4.5357,1.7823,-0.1594,219.56,54.36,95.3
330603.0,-0.8541,0.6084,-0.039,3.9791,2.9649,-0.9247,219.51,54.36,95.25
330622.0,-0.8541,0.5967,-0.0546,1.6139,4.217,-0.8551,219.52,54.38,95.25
330641.0,-0.858,0.5889,-0.0585,1.4748,3.7301,-0.5768,219.53,54.41,95.27
330660.0,-0.8463,0.6123,-0.0624,3.4226,1.991,-0.5768,219.54,54.4,95.28
330679.0,-0.8385,0.6045,-0.0585,2.5878,2.2692,-0.0899,219.55,54.39,95.29
330742.0,-0.8229,0.6279,-0.0351,2.4487,2.8257,1.2319,219.48,54.34,95.21
330761.0,-0.8385,0.6201,-0.0468,1.6139,2.8257,1.1623,219.46,54.32,95.18
330781.0,-0.8502,0.6084,-0.0507,0.2226,2.9649,1.0232,219.45,54.32,95.17
