t_ms,ax,ay,az,gx,gy,gz,yaw,pitch,roll
628773.0,-0.8502,0.5889,-0.0078,1.8922,2.4779,1.1623,215.83,54.56,90.27
628797.0,-0.8463,0.6006,0.0,2.8661,2.0605,0.1884,215.83,54.56,90.26
628816.0,-0.8385,0.6123,0.0039,2.6574,1.991,-0.1594,215.81,54.54,90.24
628836.0,-0.8424,0.5967,-0.0039,1.127,2.9649,0.1188,215.82,54.54,90.25
628855.0,-0.8463,0.5811,0.0,1.753,2.7562,0.3275,215.81,54.57,90.24
628874.0,-0.858,0.585,-0.0039,2.7965,1.8518,0.1884,215.82,54.61,90.25
628893.0,-0.8463,0.6045,-0.0039,3.4226,1.0866,-0.1594,215.82,54.6,90.25
628913.0,-0.8385,0.6123,0.0039,2.4487,1.4344,-0.229,215.8,54.58,90.23
628932.0,-0.8424,0.6045,0.0039,0.9878,2.4779,0.2579,215.79,54.57,90.22
628951.0,-0.8463,0.5967,0.0039,1.4748,2.6866,0.5362,215.78,54.58,90.2
628970.0,-0.8424,0.6045,-0.0039,2.5183,2.0605,-0.0203,215.78,54.57,90.21
628989.0,-0.8346,0.6123,0.0039,2.3791,2.1997,-0.0899,215.77,54.54,90.19
629008.0,-0.8346,0.6084,0.0,1.3357,1.7823,-0.0899,215.77,54.52,90.19
629027.0,-0.8346,0.6006,0.0,0.5009,2.1301,-0.1594,215.76,54.52,90.18
629046.0,-0.8463,0.5967,-0.0039,0.7791,2.4083,0.5362,215.77,54.53,90.19
629065.0,-0.8424,0.5967,-0.0039,1.9617,1.8518,0.4666,215.78,54.53,90.2
629084.0,-0.8502,0.6045,0.0,2.1009,1.7127,1.0232,215.77,54.53,90.19
629103.0,-0.8541,0.6123,-0.0039,2.3791,1.3649,0.9536,215.78,54.53,90.2
629123.0,-0.8463,0.6162,0.0,2.4487,0.8779,0.1884,215.77,54.51,90.19
629142.0,-0.8424,0.6123,0.0039,1.5443,0.8083,0.1884,215.76,54.49,90.18
629161.0,-0.8463,0.6006,-0.0039,1.127,1.2257,0.3275,215.76,54.5,90.18
629180.0,-0.8385,0.6045,-0.0078,1.2661,1.6431,0.6753,215.78,54.49,90.2
629200.0,-0.8502,0.6045,-0.0117,1.4052,1.991,0.9536,215.8,54.49,90.23
629219.0,-0.8541,0.6084,-0.0039,1.6835,2.0605,0.3971,215.81,54.49,90.23
629238.0,-0.8502,0.6006,-0.0078,1.9617,2.1997,0.6753,215.82,54.5,90.25
629258.0,-0.8502,0.6006,-0.0039,2.4487,2.0605,0.4666,215.82,54.51,90.26
629277.0,-0.8424,0.6084,0.0,2.7965,1.9214,0.1884,215.82,54.5,90.25
629296.0,-0.8424,0.6006,0.0,2.5878,2.4083,0.1188,215.81,54.5,90.24
629315.0,-0.8424,0.5967,-0.0039,1.6835,2.9649,0.884,215.82,54.5,90.25
629335.0,-0.8424,0.5889,0.0039,2.1009,3.1736,0.8145,215.8,54.52,90.23
629354.0,-0.8541,0.5889,0.0039,2.1009,3.2431,0.884,215.79,54.55,90.22
629373.0,-0.8541,0.6006,0.0,2.5878,2.5475,0.3275,215.79,54.56,90.21
629393.0,-0.8463,0.6045,0.0078,2.1704,2.1997,0.2579,215.76,54.55,90.18
629412.0,-0.8463,0.5928,0.0039,2.1704,2.2692,1.1623,215.75,54.57,90.17
629431.0,-0.8502,0.5889,0.0,2.727,2.1301,1.1623,215.75,54.59,90.16
629450.0,-0.8463,0.6123,-0.0039,2.8661,2.4779,0.4666,215.75,54.57,90.17
629469.0,-0.8463,0.6123,-0.0039,1.3357,3.2431,0.3275,215.76,54.56,90.18
629488.0,-0.8502,0.6006,-0.0039,1.1965,3.1736,-0.229,215.77,54.57,90.19
629508.0,-0.8541,0.5928,-0.0039,1.9617,2.8257,-0.0899,215.77,54.59,90.19
629527.0,-0.8463,0.6006,0.0,2.9357,2.0605,-0.0203,215.77,54.59,90.19
629546.0,-0.8424,0.6084,0.0,2.6574,2.4779,0.3971,215.77,54.57,90.19
629565.0,-0.8541,0.6006,-0.0039,2.5878,3.0344,0.6058,215.77,54.58,90.19
629585.0,-0.8424,0.5928,0.0,3.1443,3.0344,0.3971,215.77,54.59,90.19
629604.0,-0.8463,0.6006,-0.0039,3.2835,3.1736,1.371,215.78,54.59,90.2
629623.0,-0.8463,0.6045,-0.0039,2.727,3.104,1.5101,215.78,54.59,90.21
629642.0,-0.8541,0.6045,-0.0039,3.0748,3.3823,0.4666,215.79,54.59,90.21
629662.0,-0.8463,0.6084,-0.0039,3.0052,3.3823,-0.3681,215.8,54.58,90.22
629681.0,-0.8463,0.5967,0.0039,2.7965,3.104,-0.0899,215.78,54.59,90.2
629700.0,-0.8463,0.5928,0.0,2.727,2.8257,1.0232,215.78,54.6,90.2
629719.0,-0.8463,0.5967,0.0,2.8661,2.9649,1.1623,215.78,54.61,90.2
629738.0,-0.858,0.5967,-0.0156,3.0052,2.6866,0.9536,215.81,54.62,90.23
629757.0,-0.8463,0.5928,0.0,3.84,1.9214,0.3971,215.8,54.63,90.23
629776.0,-0.8385,0.6162,0.0078,4.6748,0.8083,0.1884,215.78,54.6,90.2
629795.0,-0.8424,0.6162,0.0078,3.7704,1.2953,0.6753,215.75,54.58,90.17
629814.0,-0.8424,0.6084,0.0039,2.3096,1.991,0.6753,215.74,54.57,90.16
629833.0,-0.8424,0.6045,-0.0039,1.6835,2.4779,0.4666,215.75,54.56,90.16
629852.0,-0.8385,0.6084,0.0,1.3357,2.4083,1.0232,215.75,54.54,90.16
629871.0,-0.8424,0.6006,-0.0156,0.64,2.6866,1.5797,215.78,54.54,90.2
629890.0,-0.8541,0.5967,-0.0156,1.4052,2.6866,0.5362,215.81,54.55,90.23
629909.0,-0.8502,0.6006,-0.0117,1.3357,2.8953,0.2579,215.83,54.56,90.26
629928.0,-0.8619,0.5967,-0.0078,1.753,1.8518,-0.0899,215.84,54.58,90.28
629947.0,-0.858,0.6084,-0.0039,3.2835,1.6431,0.5362,215.85,54.58,90.28
629966.0,-0.8619,0.6123,-0.0039,2.3096,2.5475,0.7449,215.85,54.58,90.28
629985.0,-0.8736,0.6123,-0.0117,2.8661,3.3127,0.3275,215.87,54.59,90.31
630005.0,-0.8736,0.6162,-0.0117,3.353,3.2431,0.4666,215.89,54.6,90.34
630024.0,-0.8814,0.6201,-0.0117,3.84,3.6605,0.884,215.91,54.61,90.36
630043.0,-0.8814,0.6279,0.0,5.1617,2.5475,0.0493,215.9,54.61,90.35
630062.0,-0.8892,0.6435,-0.0156,4.4661,2.8953,1.1623,215.93,54.59,90.38
630082.0,-0.8853,0.6396,-0.0312,4.327,3.6605,0.2579,215.98,54.58,90.45
630196.0,-0.9087,0.6201,-0.117,12.5357,20.0083,2.2058,216.64,54.54,91.26
630215.0,-0.9321,0.6279,-0.1677,14.6226,29.0518,4.8492,216.8,54.55,91.45
630234.0,-0.9438,0.624,-0.2028,18.5878,36.2866,4.084,216.97,54.57,91.67
630501.0,-0.7332,0.4836,-0.2223,-4.0904,44.5649,1.3014,219.55,54.37,94.87
630520.0,-0.7449,0.4836,-0.2379,2.5183,39.3475,-2.8029,219.74,54.39,95.09
630539.0,-0.7488,0.4836,-0.2223,6.4139,33.504,-4.1942,219.92,54.41,95.31
630558.0,-0.7332,0.5187,-0.2145,3.1443,27.4518,-1.6899,220.09,54.4,95.52
630577.0,-0.7527,0.5187,-0.2457,-0.2643,23.5562,1.1623,220.27,54.4,95.74
630596.0,-0.7488,0.5343,-0.2379,0.0139,20.9823,-1.2029,220.44,54.39,95.94
630615.0,-0.741,0.5187,-0.2379,1.9617,17.017,-2.7334,220.61,54.38,96.15
630634.0,-0.741,0.5226,-0.2262,1.9617,14.5823,-3.916,220.78,54.38,96.36
630653.0,-0.7449,0.5187,-0.2379,0.153,11.1736,-2.8725,220.94,54.37,96.56
630672.0,-0.7449,0.5304,-0.2457,2.3791,6.304,-3.7768,221.11,54.36,96.76
630691.0,-0.7722,0.5577,-0.2769,3.4922,1.6431,-2.7334,221.27,54.35,96.97
630710.0,-0.7683,0.5577,-0.2808,2.3096,-2.6699,-2.8725,221.43,54.33,97.17
630729.0,-0.7644,0.5967,-0.2769,-1.2383,-5.4525,-2.1768,221.59,54.3,97.37
630868.0,-0.7917,0.5889,-0.3588,-4.647,-11.9221,-1.6899,222.79,54.17,98.87
631173.0,-0.8229,0.5967,-0.2691,-5.9687,-17.4177,5.4753,225.08,53.77,101.79
631192.0,-0.819,0.5928,-0.273,-2.8383,-17.0003,4.571,225.2,53.75,101.95
631211.0,-0.8229,0.6006,-0.2691,-0.6817,-16.7221,3.8058,225.32,53.73,102.11
631230.0,-0.819,0.6123,-0.2652,0.0139,-15.3308,2.5536,225.43,53.7,102.26
631249.0,-0.8346,0.6006,-0.2691,-1.6557,-12.8264,1.9275,225.55,53.69,102.42
631268.0,-0.8424,0.6006,-0.273,-0.7513,-12.1308,0.8145,225.67,53.67,102.58
631288.0,-0.8346,0.6006,-0.2613,-1.1687,-11.296,0.884,225.79,53.65,102.73
631307.0,-0.8424,0.5811,-0.2496,-2.0035,-10.4612,2.2058,225.9,53.65,102.88
631327.0,-0.8502,0.5616,-0.2496,-0.1948,-10.4612,2.2058,226.01,53.67,103.03
631346.0,-0.8463,0.585,-0.2379,2.5183,-10.6699,1.3014,226.12,53.67,103.18
631365.0,-0.8541,0.5967,-0.2145,2.4487,-10.3917,1.0927,226.2,53.67,103.29
631384.0,-0.858,0.5967,-0.1989,2.3096,-10.183,1.5101,226.26,53.68,103.38
631404.0,-0.8502,0.6045,-0.1989,1.1965,-9.4177,2.0666,226.33,53.67,103.48
631423.0,-0.8541,0.6084,-0.1911,-0.8209,-8.096,1.371,226.38,53.66,103.55
631442.0,-0.8424,0.6045,-0.2028,-2.8383,-8.3047,0.3971,226.44,53.65,103.65
631461.0,-0.8502,0.6045,-0.1911,-4.2991,-8.0264,0.3971,226.49,53.65,103.72
631595.0,-0.8463,0.624,-0.1911,-7.0122,-5.4525,0.884,226.78,53.57,104.16
631614.0,-0.8502,0.6123,-0.1872,-7.5687,-4.7569,1.3014,226.82,53.56,104.22
631633.0,-0.8619,0.6123,-0.1833,-7.1513,-3.4351,2.4145,226.85,53.56,104.27
631768.0,-0.8463,0.6474,-0.1716,-4.0904,-1.6264,1.9275,227.02,53.36,104.56
631787.0,-0.8424,0.6552,-0.1638,-4.0209,-1.0003,1.1623,226.99,53.3,104.54
631806.0,-0.8502,0.6435,-0.1755,-4.8557,-0.7221,0.8145,227.0,53.27,104.56
631884.0,-0.8541,0.6201,-0.1599,-1.0991,2.1997,-0.5768,227.0,53.21,104.61
631903.0,-0.8541,0.624,-0.1599,0.8487,2.9649,-1.4116,226.98,53.21,104.6
631923.0,-0.8463,0.624,-0.1482,1.0574,2.6866,-2.6638,226.94,53.2,104.56
631942.0,-0.8346,0.6045,-0.1482,-0.0557,3.2431,-2.3855,226.91,53.2,104.53
631961.0,-0.8307,0.5967,-0.1326,0.2226,4.4953,-1.9681,226.84,53.22,104.47
631980.0,-0.8346,0.6045,-0.1443,0.9183,5.6779,-1.7594,226.81,53.23,104.44
631999.0,-0.8424,0.6006,-0.1365,0.7791,5.3997,-2.4551,226.76,53.25,104.39
632075.0,-0.8424,0.6123,-0.0975,2.3096,3.3127,-3.1507,226.28,53.31,103.85
