t_ms,ax,ay,az,gx,gy,gz,yaw,pitch,roll
182924.0,0.2028,-0.9204,0.3315,2.7779,-1.8113,-12.2755,308.52,-11.31,-66.9
182938.0,0.2028,-0.9126,0.3315,2.6387,-1.2548,-11.6494,308.52,-11.31,-66.92
182952.0,0.1911,-0.9126,0.3315,2.4996,-0.2113,-10.1885,308.53,-11.31,-66.94
182966.0,0.2028,-0.9087,0.3276,2.5692,-0.42,-9.8407,308.53,-11.32,-66.95
182980.0,0.1989,-0.9087,0.3276,2.7083,-0.6983,-10.0494,308.54,-11.32,-66.97
182994.0,0.195,-0.9087,0.3276,2.6387,-1.4635,-10.6755,308.54,-11.33,-66.99
183008.0,0.2028,-0.9126,0.3237,2.6387,-1.8113,-11.1624,308.55,-11.33,-67.01
183022.0,0.2106,-0.9126,0.3198,2.2909,-1.3939,-11.0929,308.56,-11.34,-67.03
183036.0,0.1989,-0.9087,0.3237,2.0822,-1.1157,-10.5363,308.56,-11.34,-67.05
183050.0,0.2028,-0.9048,0.3198,1.9431,-0.9766,-9.4929,308.57,-11.35,-67.07
183064.0,0.1989,-0.9087,0.3159,2.0127,-0.5592,-9.4929,308.58,-11.35,-67.09
183078.0,0.1872,-0.9048,0.3042,2.2214,-0.6287,-9.8407,308.58,-11.35,-67.11
183092.0,0.1911,-0.9087,0.3198,2.9866,-2.4374,-10.3972,308.59,-11.35,-67.13
183106.0,0.195,-0.9126,0.3276,3.3344,-2.507,-10.1885,308.6,-11.36,-67.15
183120.0,0.1989,-0.9087,0.3198,3.3344,-2.3679,-9.8407,308.6,-11.36,-67.17
183134.0,0.2106,-0.9048,0.3237,2.9866,-1.9505,-9.7711,308.61,-11.37,-67.18
183148.0,0.2067,-0.9009,0.3159,2.8474,-1.1157,-9.8407,308.61,-11.37,-67.2
183162.0,0.2106,-0.9009,0.312,2.0822,-0.0026,-10.6755,308.62,-11.38,-67.22
183176.0,0.195,-0.9048,0.3042,1.804,0.4843,-11.232,308.63,-11.39,-67.25
183190.0,0.2028,-0.9087,0.3003,1.5953,-0.0722,-11.719,308.63,-11.39,-67.27
183204.0,0.2028,-0.9126,0.2964,1.804,-1.6722,-11.5798,308.64,-11.4,-67.29
183218.0,0.2106,-0.9204,0.3081,2.0822,-1.9505,-11.232,308.65,-11.4,-67.32
183232.0,0.1989,-0.9126,0.312,2.3605,-2.6461,-9.9103,308.65,-11.41,-67.34
183246.0,0.1911,-0.9126,0.3237,2.3605,-3.1331,-9.3537,308.66,-11.41,-67.36
183260.0,0.1911,-0.9087,0.3276,2.2909,-3.3418,-9.2842,308.67,-11.41,-67.37
183274.0,0.1911,-0.9126,0.3315,1.804,-2.7157,-9.3537,308.67,-11.41,-67.39
183288.0,0.1989,-0.9087,0.3198,1.5257,-1.8113,-9.7016,308.68,-11.41,-67.41
183302.0,0.1911,-0.9048,0.3081,1.3866,0.2756,-10.8842,308.68,-11.41,-67.43
183316.0,0.1872,-0.9165,0.3042,1.6648,0.1365,-11.6494,308.69,-11.41,-67.45
183330.0,0.1911,-0.9204,0.3159,2.0127,-1.6026,-12.0668,308.7,-11.42,-67.47
183344.0,0.1989,-0.9204,0.3237,2.0127,-1.8809,-11.3016,308.7,-11.42,-67.49
183358.0,0.195,-0.9204,0.3198,2.0127,-1.7418,-10.3972,308.71,-11.42,-67.51
183372.0,0.2028,-0.9204,0.3276,2.2214,-2.2287,-9.8407,308.72,-11.42,-67.52
