t_ms,ax,ay,az,gx,gy,gz,yaw,pitch,roll
1093364.0,-0.8697,0.5148,-0.2808,-20.4383,-18.4612,8.7449,236.38,51.52,123.04
1093383.0,-0.9204,0.4914,-0.3627,-16.8209,-21.9395,9.8579,236.44,51.62,123.1
1093402.0,-0.8931,0.5109,-0.3315,-4.647,-25.4873,6.7971,236.46,51.72,123.09
1093421.0,-0.8697,0.5889,-0.2925,2.5878,-23.3308,6.5188,236.32,51.76,122.89
1093440.0,-0.8736,0.6279,-0.2457,-0.1252,-18.1134,10.6232,236.08,51.78,122.56
1093459.0,-0.9243,0.6279,-0.2379,-3.1165,-15.8873,10.9014,235.85,51.85,122.24
1093478.0,-0.9087,0.5811,-0.2418,-4.0904,-15.8177,7.4927,235.66,51.96,121.97
1093497.0,-0.8892,0.5733,-0.2535,-1.2383,-15.8873,2.6232,235.5,52.05,121.72
1093516.0,-0.8619,0.585,-0.2535,1.8922,-15.4699,-0.4377,235.33,52.1,121.47
1093535.0,-0.8112,0.585,-0.1989,2.5183,-12.7569,-2.1768,235.09,52.13,121.13
1093554.0,-0.7878,0.5772,-0.156,0.4313,-6.8438,0.6058,234.83,52.17,120.78
1093573.0,-0.8268,0.6045,-0.1287,0.64,-1.1395,2.6232,234.58,52.21,120.44
1093592.0,-0.8541,0.6357,-0.195,0.7096,-0.7221,2.0666,234.33,52.22,120.1
1093611.0,-0.8229,0.5889,-0.2379,-1.5861,-2.3221,3.1101,234.17,52.22,119.85
1093630.0,-0.8346,0.6084,-0.234,-0.7513,1.3649,4.1536,233.99,52.21,119.58
1093649.0,-0.8697,0.6162,-0.234,0.0139,2.3388,3.2493,233.81,52.23,119.31
1093669.0,-0.8697,0.6162,-0.2106,-1.2383,1.2257,2.971,233.59,52.27,118.99
1093688.0,-0.8502,0.6006,-0.2028,-1.7252,1.2953,3.0406,233.38,52.3,118.68
1093707.0,-0.8307,0.5889,-0.2184,-0.8209,3.4518,1.5101,233.21,52.32,118.43
1093726.0,-0.8424,0.5889,-0.2145,-0.1252,8.3214,-0.6464,233.05,52.35,118.17
1093745.0,-0.8424,0.5577,-0.2184,-2.3513,13.4692,-0.6464,232.93,52.42,117.97
1093764.0,-0.8463,0.5421,-0.2301,-0.8904,16.8779,0.2579,232.86,52.5,117.84
1093783.0,-0.8658,0.5577,-0.2145,2.24,18.8257,0.6753,232.74,52.59,117.65
1093803.0,-0.8892,0.6045,-0.2106,4.953,18.9649,0.9536,232.58,52.65,117.39
1093822.0,-0.8853,0.6162,-0.2262,3.9096,17.6431,0.5362,232.44,52.67,117.17
1093841.0,-0.8541,0.5928,-0.2223,5.7183,16.8083,-2.0377,232.33,52.69,116.98
1093860.0,-0.8346,0.5967,-0.2028,8.64,18.617,-1.2725,232.16,52.69,116.73
1093879.0,-0.858,0.6396,-0.1599,7.3183,22.0257,1.9971,231.93,52.69,116.4
1093898.0,-0.8658,0.6552,-0.1599,6.0661,22.0257,5.5449,231.69,52.68,116.06
1093917.0,-0.858,0.6474,-0.1599,2.7965,20.9127,6.4493,231.46,52.67,115.72
1093936.0,-0.858,0.6201,-0.1872,-0.6122,18.7562,9.3014,231.28,52.68,115.45
1093955.0,-0.8346,0.6123,-0.195,-0.1948,15.2083,9.0232,231.12,52.66,115.21
1093974.0,-0.8112,0.5928,-0.1989,1.3357,13.8866,5.7536,231.0,52.65,115.01
1093993.0,-0.8112,0.6045,-0.2067,5.7878,12.9823,0.9536,230.89,52.62,114.83
1094012.0,-0.8073,0.6123,-0.2223,6.1357,12.4257,-0.4377,230.82,52.57,114.7
1094037.0,-0.8229,0.5772,-0.2769,5.3704,10.5475,-1.7594,230.88,52.55,114.74
1094056.0,-0.819,0.5733,-0.2808,6.8313,9.991,-2.0377,230.94,52.53,114.78
1094075.0,-0.8229,0.585,-0.273,8.0139,12.0083,-1.2029,230.98,52.51,114.8
1094094.0,-0.8541,0.5967,-0.273,9.5443,16.0431,-3.1507,231.01,52.5,114.82
1094114.0,-0.8736,0.6084,-0.273,7.3878,19.2431,-2.1768,231.04,52.5,114.82
1094133.0,-0.8736,0.5967,-0.2808,4.7443,21.7475,-0.7855,231.09,52.5,114.84
1094152.0,-0.858,0.5889,-0.2886,4.5357,23.8344,-0.0899,231.14,52.49,114.89
1094171.0,-0.8424,0.5928,-0.2886,4.8835,24.5997,1.0927,231.2,52.47,114.93
1094190.0,-0.8346,0.5967,-0.2808,6.3443,24.8779,1.3014,231.24,52.45,114.95
1094209.0,-0.8229,0.6084,-0.2808,7.5965,24.391,1.5797,231.28,52.4,114.97
1094228.0,-0.819,0.6162,-0.2886,8.153,24.6692,1.0927,231.31,52.35,114.99
1094247.0,-0.8229,0.6123,-0.2847,8.153,24.8083,0.8145,231.35,52.3,115.01
1094267.0,-0.8424,0.5889,-0.3081,7.2487,24.3214,0.3275,231.43,52.28,115.08
1094286.0,-0.8346,0.585,-0.3159,9.127,22.6518,-0.3681,231.51,52.26,115.16
1094305.0,-0.8229,0.5928,-0.3159,12.2574,19.7997,-2.1768,231.58,52.23,115.23
1094324.0,-0.8307,0.6162,-0.3159,14.4835,17.4344,-2.8029,231.64,52.18,115.29
1094344.0,-0.819,0.6201,-0.3159,15.1096,15.904,-3.6377,231.7,52.13,115.34
1094363.0,-0.8073,0.6123,-0.312,14.9009,15.9736,-4.3334,231.75,52.07,115.39
1094382.0,-0.8112,0.585,-0.3237,13.5096,16.8083,-3.9855,231.83,52.04,115.47
1094401.0,-0.8073,0.5616,-0.3393,13.44,17.991,-3.429,231.93,52.02,115.59
1094420.0,-0.7956,0.5499,-0.3432,13.44,20.3562,-1.6203,232.04,52.0,115.71
1094439.0,-0.8073,0.5694,-0.3588,13.7878,22.0257,-0.716,232.15,51.97,115.83
1094458.0,-0.8112,0.5772,-0.351,14.8313,21.4692,-1.1334,232.25,51.93,115.94
1094477.0,-0.7995,0.6006,-0.3432,15.5965,21.2605,-1.829,232.33,51.88,116.03
1094497.0,-0.7956,0.5928,-0.3471,14.0661,21.2605,-2.2464,232.41,51.83,116.12
1094516.0,-0.8034,0.5733,-0.3549,10.8661,21.7475,-2.3855,232.51,51.8,116.23
1094535.0,-0.7956,0.5577,-0.3588,9.4748,20.8431,-3.0812,232.62,51.77,116.35
1094554.0,-0.7917,0.5538,-0.3549,9.5443,18.4779,-3.2203,232.72,51.75,116.47
1094573.0,-0.7839,0.5694,-0.3588,10.3791,15.9736,-3.2899,232.82,51.71,116.58
1094592.0,-0.7839,0.5811,-0.3549,9.753,14.1649,-3.0812,232.9,51.66,116.67
1094611.0,-0.7761,0.585,-0.3549,8.0835,12.8431,-3.0116,232.98,51.61,116.76
1094630.0,-0.7761,0.5772,-0.3627,6.6226,12.5649,-3.2203,233.07,51.56,116.86
1094649.0,-0.78,0.585,-0.3705,4.6748,12.0779,-1.9681,233.16,51.51,116.96
1094668.0,-0.78,0.5694,-0.3822,3.7704,11.0344,-2.3855,233.26,51.47,117.08
1094744.0,-0.7722,0.5616,-0.3822,4.1878,6.3736,0.3275,233.64,51.31,117.53
1094860.0,-0.7878,0.5538,-0.4485,6.0661,-0.8612,0.0493,234.28,51.05,118.32
1094879.0,-0.7839,0.5499,-0.4563,5.8574,-0.3047,0.6058,234.4,51.01,118.47
1094898.0,-0.7839,0.5499,-0.4524,6.9704,0.391,0.884,234.52,50.98,118.61
1094917.0,-0.78,0.5577,-0.4446,6.9009,1.7127,1.1623,234.63,50.94,118.75
1094936.0,-0.7917,0.5616,-0.4485,6.8313,1.991,1.3014,234.74,50.9,118.89
1094955.0,-0.7917,0.5538,-0.4368,6.7617,2.6866,1.2319,234.85,50.87,119.03
1094975.0,-0.8073,0.5499,-0.4368,6.6922,3.4518,0.6058,234.96,50.85,119.17
1094994.0,-0.7995,0.546,-0.4407,7.1096,2.6866,-0.0203,235.07,50.82,119.31
1095013.0,-0.7917,0.5421,-0.4251,7.8052,1.504,-0.5768,235.18,50.8,119.44
1095032.0,-0.7839,0.5343,-0.429,8.0139,0.8779,0.1188,235.29,50.78,119.58
1095089.0,-0.7956,0.5538,-0.4407,9.2661,0.391,1.5797,235.59,50.7,119.97
1095108.0,-0.7956,0.5538,-0.4485,8.9878,0.1127,1.5101,235.69,50.67,120.1
1095127.0,-0.7956,0.546,-0.4524,8.5009,0.3214,1.3014,235.8,50.64,120.24
1095146.0,-0.7956,0.5421,-0.4485,8.3617,0.391,1.5797,235.91,50.62,120.37
1095280.0,-0.7995,0.546,-0.4407,7.8748,1.3649,1.3014,236.6,50.47,121.26
1095299.0,-0.7917,0.546,-0.4446,7.9443,1.7127,0.9536,236.69,50.45,121.38
1095318.0,-0.7917,0.5421,-0.4446,8.2922,1.7127,0.9536,236.79,50.42,121.51
1095338.0,-0.7878,0.5382,-0.4524,8.4313,1.2953,1.5101,236.89,50.39,121.64
1095357.0,-0.7878,0.546,-0.4524,8.3617,1.017,1.6493,236.98,50.36,121.76
1095377.0,-0.7878,0.5382,-0.4407,8.2922,0.7388,1.5101,237.07,50.34,121.88
1095396.0,-0.7878,0.546,-0.4446,8.9878,0.6692,1.3014,237.16,50.31,122.0
1095415.0,-0.7878,0.5499,-0.4485,9.127,0.7388,1.3014,237.25,50.28,122.11
1095434.0,-0.7878,0.5538,-0.4485,8.7791,0.9475,1.6493,237.33,50.24,122.22
1095453.0,-0.7878,0.5421,-0.4563,8.2226,0.8779,1.8579,237.42,50.21,122.34
1095510.0,-0.7956,0.546,-0.4446,6.9704,0.9475,1.9971,237.67,50.13,122.67
1095529.0,-0.7956,0.5343,-0.4407,6.4139,0.9475,1.8579,237.75,50.12,122.78
1095548.0,-0.7995,0.5382,-0.4407,6.7617,1.1562,1.371,237.83,50.1,122.89
1095567.0,-0.7995,0.5421,-0.4446,6.6226,0.9475,1.5797,237.91,50.08,122.99
1095644.0,-0.7956,0.5421,-0.4524,6.553,1.1562,2.0666,238.25,49.99,123.44
1095663.0,-0.7878,0.546,-0.4407,6.2748,0.8779,1.4406,238.32,49.97,123.53
1095682.0,-0.7878,0.5421,-0.4524,4.953,0.9475,1.7884,238.39,49.94,123.63
1095702.0,-0.7878,0.5421,-0.4407,4.4661,0.8083,1.7188,238.47,49.92,123.73
1095721.0,-0.7878,0.5382,-0.4446,4.6748,0.391,1.6493,238.54,49.9,123.83
1095740.0,-0.7956,0.5343,-0.4485,4.0487,0.5301,1.9971,238.61,49.88,123.93
1095875.0,-0.7878,0.5343,-0.4563,3.4922,1.504,1.7884,239.13,49.74,124.63
1095894.0,-0.7878,0.5343,-0.4602,2.7965,1.8518,1.6493,239.2,49.72,124.73
1095914.0,-0.7917,0.5265,-0.4602,2.9357,2.4779,1.4406,239.28,49.71,124.84
1095934.0,-0.7995,0.5304,-0.4602,3.2835,2.1997,1.371,239.36,49.69,124.95
1095953.0,-0.7878,0.5382,-0.4524,3.4226,1.8518,1.2319,239.43,49.67,125.03
1095973.0,-0.7956,0.5421,-0.4524,2.6574,2.2692,1.0927,239.49,49.65,125.12
1095992.0,-0.7995,0.5343,-0.4446,1.9617,2.1301,1.0927,239.55,49.64,125.21
1096011.0,-0.7956,0.5304,-0.4446,1.5443,1.7823,0.884,239.61,49.63,125.29
1096030.0,-0.7878,0.5304,-0.4407,1.3357,1.2953,0.4666,239.67,49.62,125.37
1096054.0,-0.7878,0.5304,-0.4407,0.9183,1.1562,0.7449,239.74,49.6,125.47
1096073.0,-0.7917,0.5343,-0.4446,0.5704,1.3649,1.2319,239.8,49.59,125.54
1096093.0,-0.8034,0.5421,-0.4485,0.8487,1.3649,1.3014,239.85,49.57,125.62
1096169.0,-0.7839,0.5226,-0.468,1.2661,2.1997,0.8145,240.11,49.5,125.98
1096188.0,-0.7917,0.5382,-0.4641,1.4052,2.4779,1.2319,240.17,49.48,126.06
1096207.0,-0.7956,0.5304,-0.4719,1.8226,3.104,0.7449,240.24,49.46,126.16
1096226.0,-0.7956,0.5382,-0.4641,2.727,2.6866,0.5362,240.3,49.44,126.24
1096245.0,-0.7917,0.546,-0.4602,2.8661,2.8257,0.4666,240.35,49.42,126.31
1096264.0,-0.7878,0.5421,-0.4446,2.7965,3.104,0.3971,240.39,49.4,126.37
1096283.0,-0.7917,0.5421,-0.4485,2.5183,3.7997,0.3971,240.43,49.38,126.43
1096360.0,-0.7917,0.5421,-0.4446,2.24,3.3127,1.1623,240.57,49.32,126.64
1096418.0,-0.7917,0.5421,-0.4524,1.8922,2.617,0.7449,240.69,49.26,126.82
1096437.0,-0.7878,0.5421,-0.4485,1.6835,2.9649,0.9536,240.73,49.25,126.87
1096456.0,-0.7839,0.5421,-0.4485,1.2661,3.7301,1.0232,240.76,49.23,126.92
1096646.0,-0.7878,0.5382,-0.4485,2.1704,2.5475,0.1884,241.09,49.06,127.43
1096837.0,-0.7956,0.546,-0.4446,1.9617,2.617,0.0493,241.35,48.91,127.85
1097258.0,-0.7917,0.5421,-0.4602,3.5617,2.1301,0.9536,241.74,48.7,128.58
1097354.0,-0.7956,0.5343,-0.4407,2.1009,2.3388,-0.0899,241.78,48.71,128.67
1097737.0,-0.7956,0.5343,-0.4524,0.5009,1.9214,0.3971,241.94,48.7,129.05
1097756.0,-0.7956,0.5382,-0.4563,0.9878,1.991,0.6058,241.95,48.7,129.07
1097775.0,-0.7995,0.5499,-0.4602,1.4748,1.8518,0.3971,241.96,48.69,129.09
1097795.0,-0.7995,0.5421,-0.4641,2.3096,1.7823,-0.0203,241.98,48.68,129.12
1097814.0,-0.8034,0.5499,-0.468,2.5183,2.0605,-0.0203,241.99,48.67,129.15
1097833.0,-0.8073,0.5382,-0.4797,3.0748,1.5736,-0.0899,242.02,48.66,129.2
1097853.0,-0.7995,0.5343,-0.4797,3.9791,1.7127,0.1884,242.06,48.65,129.25
1097872.0,-0.7956,0.5499,-0.4836,4.6052,2.9649,0.8145,242.08,48.63,129.29
1097891.0,-0.7761,0.5538,-0.4524,4.8139,4.1475,0.4666,242.08,48.6,129.29
1097910.0,-0.7839,0.5382,-0.4329,3.0052,6.4431,-0.0203,242.06,48.61,129.28
1098044.0,-0.7956,0.5499,-0.4758,3.4226,-1.5569,2.4145,241.97,48.65,129.23
1098068.0,-0.8034,0.5382,-0.4875,3.2139,-0.3047,2.4145,242.02,48.63,129.3
1098087.0,-0.7956,0.5265,-0.468,3.353,0.6692,1.5797,242.05,48.63,129.34
1098106.0,-0.7995,0.5226,-0.4602,3.9791,1.5736,0.9536,242.07,48.64,129.38
1098125.0,-0.7917,0.5265,-0.4485,4.2574,1.9214,0.5362,242.08,48.65,129.41
1098144.0,-0.7995,0.5382,-0.4368,3.9096,1.9214,0.6753,242.07,48.66,129.4
1098163.0,-0.8112,0.5382,-0.4407,3.1443,2.2692,0.7449,242.06,48.68,129.4
1098182.0,-0.8073,0.5421,-0.4407,3.2835,1.9214,0.4666,242.05,48.69,129.39
1098202.0,-0.8034,0.5343,-0.4446,3.353,2.0605,0.4666,242.05,48.7,129.4
1098221.0,-0.7956,0.5343,-0.4446,3.1443,1.991,0.5362,242.05,48.7,129.41
1098240.0,-0.7995,0.5382,-0.4368,3.1443,1.991,0.5362,242.04,48.71,129.4
1098260.0,-0.7839,0.5382,-0.429,3.1443,1.7127,0.2579,242.02,48.72,129.38
1098279.0,-0.7917,0.5382,-0.4329,2.3096,1.7823,0.6753,242.0,48.72,129.36
1098298.0,-0.7995,0.5343,-0.4368,1.8226,1.4344,0.8145,241.99,48.73,129.36
1098318.0,-0.8034,0.5304,-0.4485,1.9617,1.1562,0.6753,242.0,48.75,129.38
1098338.0,-0.8073,0.5343,-0.4563,2.5183,0.9475,0.5362,242.02,48.75,129.4
1098357.0,-0.7995,0.5304,-0.4524,2.9357,0.9475,0.5362,242.03,48.76,129.43
1098377.0,-0.7956,0.5343,-0.4407,2.8661,1.7823,0.4666,242.03,48.76,129.43
1098396.0,-0.7956,0.5343,-0.4329,2.3791,2.3388,0.5362,242.01,48.77,129.42
1098415.0,-0.7917,0.5304,-0.4251,2.24,2.1301,0.2579,242.0,48.79,129.4
1098434.0,-0.7956,0.546,-0.4329,1.9617,1.1562,0.0493,241.97,48.79,129.38
1098454.0,-0.7995,0.5499,-0.4485,1.4748,-0.4438,0.3971,241.96,48.78,129.37
